Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30.0,,Travel_Rarely,1240,Human Resources,9,3.0,Human Resources,1,184,,Male,48,3,2,Human Resources,4.0,,6347.0,13982,0,Y,Yes,19,3.0,4,80,0,12.0,2,1,11.0,9,4,7
,Yes,Travel_Rarely,1033,,9,,Medical,1,190,,Female,41,3,1,,1.0,Single,4200.0,10224,7,Y,No,22,,1,80,0,10.0,2,4,,4,0,4
,No,Travel_Rarely,1316,,29,,Medical,1,192,3.0,Male,83,3,1,,,Single,3452.0,9752,5,Y,No,13,,2,80,0,9.0,2,2,6.0,5,0,3
,No,Travel_Rarely,364,Research & Development,3,5.0,Technical Degree,1,193,,Female,32,3,2,,3.0,Single,4317.0,2302,3,Y,Yes,20,4.0,2,80,0,19.0,2,3,,2,2,2
,,Travel_Rarely,438,Research & Development,18,,Life Sciences,1,194,1.0,Female,75,3,1,,3.0,,2632.0,23910,1,Y,No,14,3.0,3,80,0,,4,2,5.0,4,0,4
32.0,,Travel_Frequently,689,Sales,9,2.0,Medical,1,195,4.0,Male,35,1,2,Sales Executive,4.0,,4668.0,22812,0,Y,No,17,,4,80,3,,2,4,8.0,7,0,7
30.0,,Travel_Rarely,201,,5,3.0,Technical Degree,1,197,4.0,Female,84,3,1,,1.0,Divorced,3204.0,10415,5,Y,No,14,,4,80,1,,3,3,,2,2,2
30.0,No,Travel_Rarely,1427,Research & Development,2,,Medical,1,198,2.0,Male,35,2,1,,4.0,Single,2720.0,11162,0,Y,No,13,3.0,4,80,0,6.0,3,3,5.0,3,1,2
,No,Travel_Frequently,857,Research & Development,10,,Life Sciences,1,199,4.0,Male,91,2,4,,,Divorced,,12888,4,Y,No,13,3.0,2,80,1,21.0,2,2,7.0,6,7,7
,No,Travel_Rarely,933,Research & Development,9,,Life Sciences,1,200,3.0,Male,94,3,1,,1.0,Married,,6961,2,Y,No,21,,4,80,1,7.0,2,3,5.0,0,1,4
,,Travel_Rarely,1181,Research & Development,3,,Medical,1,201,2.0,Female,79,3,1,Laboratory Technician,2.0,Single,1483.0,16102,1,Y,No,14,3.0,4,80,0,,3,3,1.0,0,0,0
40.0,No,Travel_Frequently,1395,Research & Development,26,3.0,Medical,1,202,2.0,Female,54,3,2,Research Scientist,,,,8504,1,Y,No,11,3.0,1,80,1,20.0,2,3,20.0,7,2,13
35.0,,Travel_Rarely,662,,1,5.0,Marketing,1,204,,Male,94,3,3,Sales Executive,,,7295.0,11439,1,Y,No,13,,1,80,2,,3,3,,8,0,6
53.0,No,Travel_Rarely,1436,Sales,6,,Marketing,1,205,2.0,Male,34,3,2,Sales Representative,,,2306.0,16047,2,Y,Yes,20,4.0,4,80,1,,3,1,7.0,7,4,5
45.0,No,Travel_Rarely,194,,9,3.0,Life Sciences,1,206,2.0,Male,60,3,2,Laboratory Technician,2.0,,,10901,8,Y,No,18,,3,80,1,,2,1,17.0,9,0,15
,No,Travel_Frequently,967,,8,,Marketing,1,207,,Female,43,3,3,Sales Executive,,Single,,15589,1,Y,No,14,3.0,4,80,0,,2,3,,8,3,7
29.0,No,Non-Travel,1496,,1,,Technical Degree,1,208,,Male,41,3,2,,3.0,,4319.0,26283,1,Y,No,13,,1,80,1,10.0,1,3,10.0,7,0,9
51.0,No,Travel_Rarely,1169,Research & Development,7,,Medical,1,211,2.0,Male,34,2,2,Manufacturing Director,,,6132.0,13983,2,Y,No,17,3.0,3,80,0,,2,3,,0,0,0
,No,Travel_Rarely,1145,,9,3.0,Medical,1,214,,Female,75,2,1,Research Scientist,,Married,3346.0,11873,4,Y,Yes,20,4.0,2,80,1,,3,2,,0,0,0
,No,Travel_Rarely,630,Sales,4,4.0,Marketing,1,215,,Male,67,2,3,Sales Executive,,Married,,8552,7,Y,No,11,3.0,1,80,1,15.0,2,2,12.0,11,2,11
34.0,No,Travel_Frequently,303,Sales,2,4.0,Marketing,1,216,,Female,75,3,1,Sales Representative,,Married,2231.0,11314,6,Y,No,18,3.0,4,80,1,,3,3,4.0,3,1,2
22.0,No,Travel_Rarely,1256,Research & Development,19,1.0,Medical,1,217,3.0,Male,80,3,1,Research Scientist,4.0,,2323.0,11992,1,Y,No,24,4.0,1,80,2,2.0,6,3,2.0,2,2,2
,No,Non-Travel,691,Research & Development,9,3.0,Medical,1,218,4.0,Male,57,3,1,Research Scientist,2.0,,,5970,6,Y,No,18,,4,80,1,,1,1,2.0,2,2,2
28.0,No,Travel_Rarely,440,Research & Development,21,3.0,Medical,1,221,3.0,Male,42,3,1,Research Scientist,4.0,,2713.0,6672,1,Y,No,11,3.0,3,80,1,5.0,2,1,,2,0,2
,No,Travel_Rarely,334,,24,2.0,Life Sciences,1,223,3.0,Male,83,4,3,Healthcare Representative,4.0,,9439.0,23402,3,Y,Yes,16,3.0,2,80,1,,2,1,5.0,3,1,4
,No,Non-Travel,1450,Research & Development,3,,Medical,1,224,3.0,Male,79,2,1,Research Scientist,,Divorced,2566.0,25326,1,Y,Yes,15,3.0,4,80,1,,2,2,,1,0,1
,No,Travel_Rarely,1452,,11,3.0,Life Sciences,1,226,3.0,Female,53,3,5,,,Single,,17053,3,Y,No,15,3.0,2,80,0,21.0,5,3,,4,4,4
41.0,,Travel_Rarely,465,Research & Development,14,,Life Sciences,1,227,1.0,Male,56,3,1,Research Scientist,,Divorced,,4609,4,Y,No,12,,1,80,1,13.0,2,3,9.0,8,1,8
30.0,,Travel_Rarely,1339,,5,3.0,Life Sciences,1,228,2.0,Female,41,3,3,Sales Executive,4.0,,9419.0,8053,2,Y,No,12,,3,80,1,12.0,2,3,,9,7,4
38.0,,Travel_Rarely,702,,1,4.0,Life Sciences,1,230,1.0,Female,59,2,2,,4.0,Single,8686.0,12930,4,Y,No,22,4.0,3,80,0,12.0,2,4,,3,0,7
,No,Travel_Rarely,120,Research & Development,6,5.0,Life Sciences,1,231,3.0,Male,43,3,1,Research Scientist,3.0,Single,3038.0,12430,3,Y,No,20,,1,80,0,,2,3,5.0,4,1,4
27.0,No,Travel_Rarely,1157,,17,3.0,Technical Degree,1,233,3.0,Male,51,3,1,,,,,13364,0,Y,Yes,16,,4,80,1,6.0,3,2,,2,1,1
19.0,,Travel_Frequently,602,Sales,1,,Technical Degree,1,235,3.0,Female,100,1,1,,,,2325.0,20989,0,Y,No,21,,1,80,0,,5,4,,0,0,0
36.0,,Travel_Frequently,1480,Research & Development,3,2.0,Medical,1,238,4.0,Male,30,3,1,Laboratory Technician,,Single,,15062,4,Y,No,12,3.0,3,80,0,13.0,3,2,8.0,7,7,2
,No,Non-Travel,111,,9,,Medical,1,239,3.0,Male,66,3,2,,,Divorced,3072.0,11012,1,Y,No,11,3.0,3,80,2,12.0,4,3,12.0,9,6,10
45.0,,Travel_Rarely,1268,Sales,4,2.0,Life Sciences,1,240,3.0,Female,30,3,2,,1.0,,5006.0,6319,4,Y,Yes,11,3.0,1,80,1,,3,4,,4,0,3
,,Travel_Rarely,713,Research & Development,8,3.0,Life Sciences,1,241,,Female,67,3,1,Research Scientist,1.0,,4257.0,13939,4,Y,Yes,18,3.0,3,80,1,,3,3,,2,2,2
33.0,,Travel_Rarely,134,,2,3.0,Life Sciences,1,242,3.0,Male,90,3,1,,,Single,2500.0,10515,0,Y,No,14,,1,80,0,,2,4,3.0,1,0,2
19.0,Yes,Travel_Rarely,303,Research & Development,2,3.0,Life Sciences,1,243,,Male,47,2,1,Laboratory Technician,4.0,Single,,9241,1,Y,No,22,4.0,3,80,0,1.0,3,2,,0,1,0
46.0,No,Travel_Rarely,526,Sales,1,2.0,Marketing,1,244,,Female,92,3,3,,1.0,Divorced,,2137,1,Y,No,25,4.0,3,80,3,24.0,2,3,24.0,13,15,7
,,Travel_Rarely,1380,Research & Development,9,2.0,Life Sciences,1,245,3.0,Female,75,3,1,Laboratory Technician,,,2288.0,6319,1,Y,No,12,3.0,3,80,0,2.0,3,3,2.0,2,2,1
31.0,,Travel_Rarely,140,Research & Development,12,1.0,Medical,1,246,,Female,95,3,1,,,Married,,6984,8,Y,Yes,23,4.0,3,80,1,7.0,0,3,4.0,2,0,2
34.0,,Travel_Rarely,629,Research & Development,27,,Medical,1,247,,Female,95,3,1,,,Single,,5711,2,Y,No,15,3.0,4,80,0,9.0,3,3,,2,1,2
41.0,Yes,Travel_Rarely,1356,Sales,20,,Marketing,1,248,2.0,Female,70,3,1,,,,3140.0,21728,1,Y,Yes,22,,4,80,0,4.0,5,2,4.0,3,0,2
50.0,No,Travel_Rarely,328,,1,3.0,Medical,1,249,,Male,86,2,1,,3.0,Married,,3425,2,Y,No,15,3.0,4,80,1,5.0,2,2,,2,0,2
53.0,No,Travel_Rarely,1084,,13,,Medical,1,250,4.0,Female,57,4,2,Manufacturing Director,1.0,,,26250,1,Y,No,11,3.0,3,80,2,,3,3,4.0,2,1,3
33.0,No,Travel_Rarely,931,Research & Development,14,,Medical,1,252,4.0,Female,72,3,1,,,,,4673,1,Y,No,13,,4,80,1,8.0,5,3,,7,1,6
40.0,No,Travel_Rarely,989,Research & Development,4,1.0,Medical,1,253,,Female,46,3,5,,,Married,19033.0,6499,1,Y,No,14,,2,80,1,21.0,2,3,,8,9,9
55.0,No,Travel_Rarely,692,,14,,Medical,1,254,,Male,61,4,5,Research Director,2.0,Single,,13339,8,Y,No,11,3.0,4,80,0,,3,3,24.0,15,2,15
,,Travel_Frequently,1069,,2,1.0,Life Sciences,1,256,,Male,45,2,2,,3.0,Married,9547.0,14074,1,Y,No,17,3.0,3,80,0,10.0,2,2,,9,1,9
,,Travel_Rarely,313,,3,3.0,Medical,1,258,4.0,Female,98,3,4,Healthcare Representative,2.0,,13734.0,7192,3,Y,No,18,3.0,3,80,0,,6,3,,7,1,0
52.0,No,Travel_Rarely,699,Research & Development,1,4.0,Life Sciences,1,259,,Male,65,2,5,Manager,3.0,,19999.0,5678,0,Y,No,14,3.0,1,80,1,34.0,5,3,,18,11,9
27.0,No,Travel_Rarely,894,Research & Development,9,3.0,Medical,1,260,4.0,Female,99,3,1,,,Single,2279.0,11781,1,Y,No,16,,4,80,0,7.0,2,2,,7,0,3
35.0,,Travel_Rarely,556,,23,2.0,Life Sciences,1,261,2.0,Male,50,2,2,Manufacturing Director,3.0,Married,,15497,3,Y,Yes,13,3.0,1,80,0,8.0,1,3,,0,0,1
43.0,No,Non-Travel,1344,,7,3.0,Medical,1,262,4.0,Male,37,4,1,Research Scientist,,,,5228,4,Y,No,14,3.0,4,80,3,7.0,3,4,5.0,4,2,2
45.0,No,Non-Travel,1195,,2,2.0,Medical,1,264,1.0,Male,65,2,4,,4.0,Married,16792.0,20462,9,Y,No,23,4.0,4,80,1,22.0,1,3,20.0,8,11,8
37.0,No,Travel_Rarely,290,Research & Development,21,3.0,Life Sciences,1,267,2.0,Male,65,4,1,Research Scientist,1.0,,3564.0,22977,1,Y,Yes,12,,1,80,1,,3,2,,7,1,7
,,Travel_Frequently,138,Research & Development,2,3.0,Medical,1,269,2.0,Female,37,3,2,,2.0,Single,,15986,5,Y,No,11,3.0,4,80,0,10.0,5,3,6.0,2,1,2
42.0,No,Non-Travel,926,Research & Development,21,,Medical,1,270,3.0,Female,36,3,2,Manufacturing Director,,Divorced,5265.0,16439,2,Y,No,16,,2,80,1,11.0,5,3,5.0,3,0,2
,,Travel_Rarely,1261,Research & Development,2,,Life Sciences,1,271,4.0,Male,88,3,2,Manufacturing Director,,,,7259,9,Y,No,14,3.0,2,80,0,14.0,3,3,,0,0,0
,No,Travel_Rarely,1084,,29,,Technical Degree,1,273,,Male,54,3,2,Manufacturing Director,4.0,Married,6261.0,4185,3,Y,No,18,3.0,1,80,1,9.0,3,1,7.0,7,1,7
27.0,,Travel_Frequently,472,Research & Development,1,1.0,Technical Degree,1,274,,Male,60,2,2,Manufacturing Director,1.0,Married,4298.0,9679,5,Y,No,19,3.0,3,80,1,6.0,1,3,2.0,2,2,0
49.0,No,Non-Travel,1002,Research & Development,18,4.0,Life Sciences,1,275,,Male,92,3,2,Manufacturing Director,,,,23793,1,Y,Yes,15,3.0,1,80,2,,0,3,7.0,7,1,7
34.0,No,Travel_Frequently,878,Research & Development,10,,Medical,1,277,,Male,43,3,1,Research Scientist,,,3815.0,5972,1,Y,Yes,17,3.0,4,80,1,5.0,4,4,5.0,3,2,0
,No,Travel_Rarely,905,Research & Development,19,2.0,Medical,1,281,3.0,Male,99,3,2,Laboratory Technician,4.0,,2741.0,16523,8,Y,Yes,15,,3,80,1,,2,4,,2,3,7
38.0,Yes,Travel_Rarely,1180,Research & Development,29,1.0,Medical,1,282,2.0,Male,70,3,2,,1.0,,,11354,7,Y,Yes,19,,2,80,0,,2,3,1.0,0,0,0
29.0,Yes,Travel_Rarely,121,,27,3.0,Marketing,1,283,2.0,Female,35,3,3,,,,7639.0,24525,1,Y,No,22,4.0,4,80,3,10.0,3,2,10.0,4,1,9
22.0,,Travel_Rarely,1136,,5,3.0,Life Sciences,1,284,4.0,Male,60,4,1,Research Scientist,2.0,,,12392,1,Y,Yes,16,3.0,1,80,1,,2,2,4.0,2,2,2
,,Travel_Frequently,635,Research & Development,18,,Medical,1,286,,Female,73,3,1,Laboratory Technician,4.0,,,7703,1,Y,No,13,,1,80,0,,2,3,,1,1,7
40.0,No,Non-Travel,1151,Research & Development,9,5.0,Life Sciences,1,287,4.0,Male,63,2,2,Healthcare Representative,4.0,,,14242,9,Y,No,14,3.0,4,80,1,,5,1,3.0,2,0,2
46.0,,Travel_Rarely,644,Research & Development,1,4.0,Medical,1,288,,Male,97,3,3,Healthcare Representative,1.0,Divorced,9396.0,12368,7,Y,No,16,,3,80,1,17.0,3,3,4.0,2,0,3
,Yes,Travel_Rarely,1045,Sales,4,4.0,Medical,1,291,4.0,Male,32,1,3,Sales Executive,4.0,Married,10400.0,25812,1,Y,No,11,3.0,3,80,0,14.0,2,2,,8,9,8
30.0,,Non-Travel,829,,1,1.0,Life Sciences,1,292,3.0,Male,88,2,3,Manufacturing Director,,,,20925,1,Y,No,22,4.0,3,80,0,12.0,2,3,,8,5,8
27.0,No,Travel_Frequently,1242,,20,,Life Sciences,1,293,4.0,Female,90,3,2,Sales Executive,,,,12916,1,Y,No,14,,4,80,0,7.0,2,3,,7,0,7
51.0,,Travel_Rarely,1469,Research & Development,8,,Life Sciences,1,296,2.0,Male,81,2,3,,,,,15736,5,Y,No,16,,4,80,2,16.0,5,1,,9,4,7
,Yes,Travel_Rarely,1005,,3,3.0,Technical Degree,1,297,,Female,88,3,1,Research Scientist,,Single,,8556,5,Y,Yes,11,3.0,3,80,0,,5,3,5.0,2,0,4
41.0,No,Travel_Rarely,896,,6,3.0,Life Sciences,1,298,4.0,Female,75,3,3,Manager,,Single,13591.0,14674,3,Y,Yes,18,3.0,3,80,0,16.0,3,3,,0,0,0
30.0,Yes,Travel_Frequently,334,Sales,26,4.0,Marketing,1,299,3.0,Female,52,2,2,,1.0,Single,6696.0,22967,5,Y,No,15,3.0,3,80,0,,5,2,6.0,3,0,1
29.0,,Travel_Rarely,992,Research & Development,1,3.0,Technical Degree,1,300,,Male,85,3,1,Research Scientist,,Single,2058.0,19757,0,Y,No,14,3.0,4,80,0,7.0,1,2,6.0,2,1,5
,,Non-Travel,1052,Sales,6,3.0,Medical,1,302,4.0,Female,57,2,3,,,Single,8865.0,16840,6,Y,No,12,,4,80,0,23.0,2,3,19.0,7,12,8
54.0,,Travel_Rarely,1147,Sales,3,,Marketing,1,303,4.0,Female,52,3,2,,,Married,5940.0,17011,2,Y,No,14,,4,80,1,,4,3,6.0,2,0,5
,,Travel_Rarely,1396,Research & Development,5,,Life Sciences,1,304,4.0,Male,62,3,2,Laboratory Technician,2.0,Single,,9945,8,Y,No,16,,4,80,0,,3,4,13.0,11,3,7
,No,Travel_Rarely,147,Research & Development,4,,Medical,1,305,3.0,Female,47,2,1,,,Married,2622.0,13248,6,Y,No,21,4.0,4,80,0,7.0,3,3,3.0,2,1,1
37.0,No,Travel_Frequently,663,,11,,Other,1,306,2.0,Male,47,3,3,Research Director,,,12185.0,10056,1,Y,Yes,14,3.0,3,80,3,10.0,1,3,10.0,8,0,7
38.0,No,Travel_Rarely,119,Sales,3,3.0,Life Sciences,1,307,1.0,Male,76,3,3,Sales Executive,,Divorced,,9647,0,Y,No,12,3.0,3,80,2,,6,2,,10,5,13
,,Non-Travel,979,Research & Development,1,4.0,Medical,1,308,3.0,Male,90,1,2,,,Married,4345.0,4381,0,Y,No,12,3.0,4,80,1,6.0,2,3,5.0,4,1,4
,,Travel_Rarely,142,,3,3.0,Life Sciences,1,309,,Male,70,2,1,Research Scientist,4.0,Married,2177.0,8456,3,Y,No,17,,1,80,1,7.0,6,3,1.0,0,0,0
,,Travel_Frequently,319,Sales,4,,Marketing,1,311,1.0,Male,41,3,1,,,,2793.0,2539,4,Y,No,17,,3,80,1,13.0,2,3,,8,5,8
29.0,,Travel_Frequently,1413,,1,,Medical,1,312,2.0,Female,42,3,3,,4.0,Married,7918.0,6599,1,Y,No,14,3.0,4,80,1,11.0,5,3,11.0,10,4,1
,No,Travel_Frequently,944,,1,,Marketing,1,314,3.0,Female,92,3,3,,3.0,,,9096,1,Y,No,14,3.0,1,80,0,10.0,3,4,,7,0,8
,,Travel_Rarely,896,,18,,Medical,1,315,,Male,86,2,1,Research Scientist,4.0,,2389.0,14961,1,Y,Yes,13,,3,80,0,4.0,3,2,4.0,3,0,1
52.0,No,Travel_Rarely,1323,,2,,Life Sciences,1,316,,Female,89,2,1,,4.0,Single,,3300,7,Y,No,15,,2,80,0,,3,2,,2,2,2
42.0,No,Travel_Rarely,532,Research & Development,4,2.0,Technical Degree,1,319,,Male,58,3,5,Manager,,Married,,4933,1,Y,No,11,,4,80,0,22.0,3,3,22.0,17,11,15
59.0,No,Travel_Rarely,818,,6,,Medical,1,321,2.0,Male,52,3,1,,,,2267.0,25657,8,Y,No,17,,4,80,0,7.0,2,2,2.0,2,2,2
,No,Travel_Rarely,854,,1,4.0,Medical,1,323,,Female,68,3,5,Manager,,Divorced,19517.0,24118,3,Y,No,11,3.0,3,80,1,32.0,3,2,7.0,0,0,6
33.0,,Travel_Rarely,813,Research & Development,14,,Medical,1,325,3.0,Male,58,3,1,Laboratory Technician,4.0,Married,,22149,5,Y,Yes,13,3.0,3,80,1,8.0,2,1,5.0,4,0,4
,No,Travel_Rarely,1034,Sales,16,,Marketing,1,327,,Female,80,3,4,,4.0,Married,,7744,5,Y,Yes,22,4.0,3,80,1,22.0,3,3,17.0,13,1,9
,,Travel_Rarely,465,Research & Development,2,2.0,Life Sciences,1,328,1.0,Female,39,3,1,,1.0,,2707.0,21509,7,Y,No,20,,1,80,0,13.0,3,4,9.0,7,1,7
52.0,No,Non-Travel,771,Sales,2,4.0,Life Sciences,1,329,,Male,79,2,5,,3.0,Single,19068.0,21030,1,Y,Yes,18,3.0,4,80,0,,2,4,33.0,7,15,12
32.0,,Travel_Rarely,1401,,4,,Life Sciences,1,330,,Female,56,3,1,,2.0,,3931.0,20990,2,Y,No,11,3.0,1,80,1,6.0,5,3,4.0,3,1,2
32.0,Yes,Travel_Rarely,515,Research & Development,1,,Life Sciences,1,331,4.0,Male,62,2,1,Laboratory Technician,,Single,,9571,0,Y,Yes,14,3.0,4,80,0,,2,1,3.0,2,1,2
39.0,No,Travel_Rarely,1431,,1,,Medical,1,332,3.0,Female,96,3,1,,3.0,Divorced,,15417,7,Y,No,14,,3,80,3,7.0,1,3,,2,1,2
32.0,No,Non-Travel,976,,26,,Marketing,1,333,3.0,Male,100,3,2,Sales Executive,4.0,Married,4465.0,12069,0,Y,No,18,,1,80,0,,2,3,3.0,2,2,2
41.0,No,Travel_Rarely,1411,Research & Development,19,2.0,Life Sciences,1,334,3.0,Male,36,3,2,Research Scientist,,Divorced,3072.0,19877,2,Y,No,16,3.0,1,80,2,,2,2,,0,0,0
40.0,No,Travel_Rarely,1300,,24,2.0,Technical Degree,1,335,,Male,62,3,2,Research Scientist,,,3319.0,24447,1,Y,No,17,3.0,1,80,2,9.0,3,3,9.0,8,4,7
45.0,No,Travel_Rarely,252,Research & Development,1,,Other,1,336,3.0,Male,70,4,5,,,Married,,15970,0,Y,No,11,3.0,3,80,1,,2,3,,0,1,7
31.0,,Travel_Frequently,1327,Research & Development,3,,Medical,1,337,2.0,Male,73,3,3,Research Director,3.0,Divorced,13675.0,13523,9,Y,No,12,3.0,1,80,1,9.0,3,3,,2,2,2
33.0,No,Travel_Rarely,832,Research & Development,5,4.0,Life Sciences,1,338,3.0,Female,63,2,1,Research Scientist,4.0,Married,,14776,1,Y,No,13,3.0,3,80,1,2.0,2,2,2.0,2,0,2
34.0,,Travel_Rarely,470,Research & Development,2,4.0,Life Sciences,1,339,,Male,84,2,2,Manufacturing Director,1.0,,5957.0,23687,6,Y,No,13,,2,80,1,,3,3,,9,5,9
37.0,,Travel_Rarely,1017,,1,,Medical,1,340,,Female,83,2,1,,,Married,3920.0,18697,2,Y,No,14,,1,80,1,,2,2,3.0,1,0,2
45.0,No,Travel_Frequently,1199,Research & Development,7,4.0,Life Sciences,1,341,1.0,Male,77,4,2,Manufacturing Director,3.0,,6434.0,5118,4,Y,No,17,,4,80,1,9.0,1,3,3.0,2,0,2
,,Travel_Frequently,504,Research & Development,10,,Medical,1,342,1.0,Male,61,3,3,,3.0,,10048.0,22573,6,Y,No,11,,2,80,2,,5,3,1.0,0,0,0
,,Travel_Frequently,505,Research & Development,2,,Technical Degree,1,343,3.0,Female,64,3,3,,,Single,10938.0,6420,0,Y,No,25,,4,80,0,,1,3,19.0,6,11,8
,No,Travel_Rarely,665,Research & Development,15,3.0,Life Sciences,1,346,3.0,Male,60,3,1,,,Single,,22673,1,Y,No,19,3.0,1,80,0,6.0,1,3,6.0,5,1,5
,,Travel_Rarely,916,Research & Development,17,2.0,Life Sciences,1,347,4.0,Female,82,4,2,,,Single,6545.0,23016,3,Y,Yes,13,3.0,3,80,0,10.0,1,3,3.0,2,0,2
29.0,No,Travel_Rarely,1247,Sales,20,2.0,Marketing,1,349,,Male,45,3,2,Sales Executive,4.0,,6931.0,10732,2,Y,No,14,,4,80,1,10.0,2,3,3.0,2,0,2
25.0,,Travel_Rarely,685,Research & Development,1,3.0,Life Sciences,1,350,,Female,62,3,2,,,Married,4898.0,7505,0,Y,No,12,,4,80,2,5.0,3,3,,2,1,2
42.0,No,Travel_Rarely,269,,2,3.0,Medical,1,351,4.0,Female,56,2,1,Laboratory Technician,,Divorced,,8007,0,Y,Yes,11,3.0,3,80,1,,4,3,,6,7,8
40.0,No,Travel_Rarely,1416,Research & Development,2,,Medical,1,352,1.0,Male,49,3,5,Research Director,,,,5949,0,Y,No,19,3.0,4,80,1,22.0,5,3,21.0,7,3,9
,No,Travel_Rarely,833,,1,3.0,Life Sciences,1,353,3.0,Male,96,3,1,,,Married,,23231,1,Y,No,11,3.0,2,80,0,,0,2,1.0,0,0,0
31.0,Yes,Travel_Frequently,307,Research & Development,29,2.0,Medical,1,355,3.0,Male,71,2,1,Laboratory Technician,2.0,Single,3479.0,11652,0,Y,No,11,,2,80,0,6.0,2,4,,4,1,4
32.0,No,Travel_Frequently,1311,Research & Development,7,,Life Sciences,1,359,,Male,100,4,1,,2.0,,2794.0,26062,1,Y,No,20,,3,80,0,5.0,3,1,,1,0,3
,No,Non-Travel,1327,Sales,2,2.0,Life Sciences,1,361,4.0,Male,39,2,2,Sales Executive,,Married,5249.0,19682,3,Y,No,18,,4,80,1,13.0,0,3,8.0,7,7,5
,No,Travel_Rarely,128,Research & Development,2,1.0,Technical Degree,1,362,,Male,84,2,2,Laboratory Technician,1.0,Single,2176.0,19737,4,Y,No,13,3.0,4,80,0,9.0,5,3,6.0,2,0,4
,,Travel_Rarely,488,Sales,2,,Technical Degree,1,363,3.0,Female,75,1,4,,,,,14977,3,Y,Yes,12,,2,80,1,28.0,2,2,,7,7,7
28.0,Yes,Travel_Rarely,529,Research & Development,2,4.0,Life Sciences,1,364,1.0,Male,79,3,1,Laboratory Technician,3.0,,,14935,2,Y,No,11,3.0,3,80,0,5.0,5,1,0.0,0,0,0
29.0,No,Travel_Rarely,1210,Sales,2,,Medical,1,366,1.0,Male,78,2,2,,,Married,,3687,2,Y,No,19,3.0,2,80,2,,2,3,0.0,0,0,0
31.0,,Travel_Rarely,1463,,23,3.0,Medical,1,367,2.0,Male,64,2,2,,4.0,Married,5582.0,14408,0,Y,No,21,,2,80,1,10.0,2,3,,0,7,8
,No,Non-Travel,675,Research & Development,5,2.0,Life Sciences,1,369,,Male,85,4,2,Healthcare Representative,1.0,,4000.0,18384,1,Y,No,12,3.0,4,80,2,6.0,2,3,6.0,3,1,5
45.0,No,Travel_Rarely,1385,,20,2.0,Medical,1,372,,Male,79,3,4,Healthcare Representative,4.0,Married,13496.0,7501,0,Y,Yes,14,,2,80,0,21.0,2,3,,7,4,10
36.0,,Travel_Rarely,1403,Research & Development,6,3.0,Life Sciences,1,373,,Male,47,3,1,Laboratory Technician,,Married,3210.0,20251,0,Y,No,11,3.0,3,80,1,16.0,4,3,,13,10,11
55.0,No,Travel_Rarely,452,Research & Development,1,3.0,Medical,1,374,,Male,81,3,5,,1.0,Single,,18938,0,Y,Yes,14,,3,80,0,37.0,2,3,,10,4,13
47.0,Yes,Non-Travel,666,,29,,Life Sciences,1,376,1.0,Male,88,3,3,Manager,,,11849.0,10268,1,Y,Yes,12,,4,80,1,,2,2,10.0,7,9,9
,,Travel_Rarely,1158,Research & Development,9,,Medical,1,377,4.0,Male,94,3,1,,,Married,2070.0,2613,1,Y,No,23,4.0,4,80,1,5.0,3,2,5.0,2,0,4
37.0,No,Travel_Rarely,228,Sales,6,4.0,Medical,1,378,,Male,98,3,2,,4.0,Married,6502.0,22825,4,Y,No,14,3.0,2,80,1,7.0,5,4,,4,0,1
21.0,No,Travel_Rarely,996,,3,,Medical,1,379,4.0,Male,100,2,1,,,Single,3230.0,10531,1,Y,No,17,3.0,1,80,0,3.0,4,4,3.0,2,1,0
37.0,No,Non-Travel,728,Research & Development,1,,Medical,1,380,1.0,Female,80,3,3,,,Divorced,,11677,2,Y,Yes,18,,1,80,2,15.0,2,3,5.0,2,0,2
35.0,No,Travel_Rarely,1315,Research & Development,22,,Life Sciences,1,381,2.0,Female,71,4,3,,2.0,,,19100,7,Y,No,18,,2,80,1,10.0,6,2,7.0,7,6,2
,No,Travel_Rarely,322,Sales,7,2.0,Medical,1,382,1.0,Female,44,4,2,Sales Executive,1.0,,5605.0,19191,1,Y,Yes,24,,3,80,1,,3,3,,0,7,7
,No,Travel_Frequently,1479,Research & Development,1,3.0,Life Sciences,1,384,3.0,Female,84,3,2,,,,6397.0,26767,1,Y,No,20,,1,80,1,,6,1,6.0,5,1,4
50.0,,Travel_Rarely,797,,4,1.0,Life Sciences,1,385,,Male,96,3,5,Research Director,2.0,,,15815,3,Y,No,14,,1,80,2,28.0,4,2,,4,1,6
53.0,,Travel_Rarely,1070,,3,4.0,Medical,1,386,3.0,Male,45,3,4,Research Director,,Married,17584.0,21016,3,Y,Yes,16,3.0,4,80,3,21.0,5,2,,3,1,3
,,Travel_Rarely,635,,1,1.0,Life Sciences,1,387,2.0,Male,99,3,2,,3.0,Married,,24532,1,Y,No,25,4.0,3,80,0,,3,3,,16,11,6
